1,2014-01-01 23:26:00,Predictions 2014: Reversals and Revivals,"1 Min Read
The authors are Reuters Breakingviews columnists. The opinions expressed are their own. 
Breakingviews’ annual compendium of financial foresight sets the agenda for the next 12 months. From Wall Street to the Great Wall, who has most potential to surprise, where are markets heading, and which are the companies to watch? Plus, we predict the winner of soccer’s World Cup. 
Download the e-book 
All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.
© 2018 Reuters. All Rights Reserved.",http://www.reuters.com/article/2014/01/02/idUS339952872220140102,1
2,2014-01-01 23:44:00,"Indonesia's foreign tourist arrivals hit record, up 16 pct y/y in Nov","1 Min Read
JAKARTA, Jan 2 (Reuters) - Indonesia’s foreign tourist arrivals rose 16.4 percent in November from a year earlier, compared with October’s 4.6 percent increase, the statistics bureau said on Thursday. 
A record number for any month - 807,400 tourists - visited the country in November, it said. 
Southeast Asia’s largest economy lags neighbouring countries in attracting tourists, and some economists think boosting its service industries could spur growth.   (Reporting by Rieka Rahadiana; Editing by Richard Borsuk)
All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.
© 2018 Reuters. All Rights Reserved.",http://www.reuters.com/article/2014/01/02/indonesia-economy-tourist-idUSJ9N0FE01620140102,1
3,2014-01-01 23:51:00,An Error has occured,"Go to the Reuters home page. 
Browse the Reuters site map
If you still can't find what you're looking for, you may wish to send a message to the Help Desk
Thomson Reuters is the world's largest international multimedia news agency, providing investing news, world news, business news, technology news, headline news, small business news, news alerts, personal finance, stock market, and mutual funds information available on Reuters.com, video, mobile, and interactive television platforms. Thomson Reuters journalists are subject to an Editorial Handbook which requires fair presentation and disclosure of relevant interests.
NYSE and AMEX quotes delayed by at least 20 minutes. Nasdaq delayed by at least 15 minutes. For a complete list of exchanges and delays, please click here.",http://www.reuters.com/article/2014/01/02/zte-idUSnBw015062a+100+BSW20140102,1
4,2014-01-01 23:37:00,"BRIEF-GF Securities to issue the 1st tranche of short-term commercial paper, worth 2.5 bln yuan","1 Min Read
Jan 2 (Reuters) - GF Securities Co Ltd 
* Says to issue the 1st tranche of short-term commercial paper for fiscal year 2014, worth 2.5 billion yuan ($412.96 million) 
* Says face value of 100 yuan each, and at an issue price of 100 yuan 
* Says tender date on Jan. 7, 2014 
Source text in Chinese: link.reuters.com/qah75v 
Further company coverage:  ($1 = 6.0539 Chinese yuan)   (Reporting by Hong Kong Newsroom; Editing by James Pomfret)
All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.
© 2018 Reuters. All Rights Reserved.",http://www.reuters.com/article/2014/01/02/gfsecurities-brief-idUSL3N0KC0LM20140102,1
5,2014-01-01 22:35:00,An Error has occured,"Go to the Reuters home page. 
Browse the Reuters site map
If you still can't find what you're looking for, you may wish to send a message to the Help Desk
Thomson Reuters is the world's largest international multimedia news agency, providing investing news, world news, business news, technology news, headline news, small business news, news alerts, personal finance, stock market, and mutual funds information available on Reuters.com, video, mobile, and interactive television platforms. Thomson Reuters journalists are subject to an Editorial Handbook which requires fair presentation and disclosure of relevant interests.
NYSE and AMEX quotes delayed by at least 20 minutes. Nasdaq delayed by at least 15 minutes. For a complete list of exchanges and delays, please click here.",http://www.reuters.com/article/2014/01/02/greenagriculturehonor-idUSnPnCNgzFPZ+167+PRN20140102,1
6,2014-01-01 23:42:00,MYANMAR PRESS-India's Exim Bank to give $350 mln loans to Myanmar - 7Day Daily,"1 Min Read
The Exim Bank of India has agreed to give $350 million in loans to Myanmar for irrigation and transport projects, the 7D Daily reported. 
NOTE: Reuters has not verified this story and does not vouch for its accuracy.   (Reporting by Aung Hla Tun)
All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.
© 2018 Reuters. All Rights Reserved.",http://www.reuters.com/article/2014/01/02/myanmar-press-loan-idUSL3N0KC0M320140102,1
7,2014-01-02 23:54:00,"Vietnam index rises, rate cut boosts property stocks","2 Min Read
All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.
© 2018 Reuters. All Rights Reserved.",http://www.reuters.com/article/2014/01/03/markets-vietnam-stocks-idUSL3N0KD0O320140103,1
8,2014-01-01 22:03:00,India Morning Call-Global markets,"4 Min Read
All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.
© 2018 Reuters. All Rights Reserved.",http://www.reuters.com/article/2014/01/02/morningcall-india-idUSL3N0KC0DQ20140102,1
9,2014-01-02 23:11:00,An Error has occured,"Go to the Reuters home page. 
Browse the Reuters site map
If you still can't find what you're looking for, you may wish to send a message to the Help Desk
Thomson Reuters is the world's largest international multimedia news agency, providing investing news, world news, business news, technology news, headline news, small business news, news alerts, personal finance, stock market, and mutual funds information available on Reuters.com, video, mobile, and interactive television platforms. Thomson Reuters journalists are subject to an Editorial Handbook which requires fair presentation and disclosure of relevant interests.
NYSE and AMEX quotes delayed by at least 20 minutes. Nasdaq delayed by at least 15 minutes. For a complete list of exchanges and delays, please click here.",http://www.reuters.com/article/2014/01/03/idUSnGNX2DtlDt+1d2+GNW20140103,1
10,2014-01-03 23:11:00,An Error has occured,"Go to the Reuters home page. 
Browse the Reuters site map
If you still can't find what you're looking for, you may wish to send a message to the Help Desk
Thomson Reuters is the world's largest international multimedia news agency, providing investing news, world news, business news, technology news, headline news, small business news, news alerts, personal finance, stock market, and mutual funds information available on Reuters.com, video, mobile, and interactive television platforms. Thomson Reuters journalists are subject to an Editorial Handbook which requires fair presentation and disclosure of relevant interests.
NYSE and AMEX quotes delayed by at least 20 minutes. Nasdaq delayed by at least 15 minutes. For a complete list of exchanges and delays, please click here.",http://www.reuters.com/article/2014/01/04/idUSnMKW380mDa+1c2+MKW20140104,1
